Baustein,Nummer,Siegelstufe,Anforderungen
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume","INF.10.A4 Planung von Besprechungs-, Veranstaltungs- und Schulungsräumen ",S,"Bei der Planung von Besprechungs-,Veranstaltungs- und Schulungsräumen SOLLTE besonders die Lage der Räume berücksichtigt werden. Insbesondere Räumlichkeiten, die oft zusammen mit oder ausschließlich von Besuchern genutzt werden, SOLLTEN NICHT in Gebäudeteilen liegen, in deren Nähe regelmäßig vertrauliche Informationen bearbeitet werden. Es SOLLTE für jeden Raum festgelegt werden, wie vertraulich die Informationen sein dürfen, die dort besprochen oder verarbeitet werden. "
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume",INF.10.A5 Fliegende Verkabelung ,S,"Um fliegende Verkabelungen zu vermeiden, SOLLTEN sich die Stromanschlüsse dort befinden, wo Beamer, Laptops oder andere Verbraucher aufgestellt werden. Zudem SOLLTEN Verkabelungen, die über den Boden verlaufen, geeignet abgedeckt werden."
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume",INF.10.A6 Einrichtung sicherer Netzzugänge [Leiter IT] ,S,"Es SOLLTE sichergestellt werden, dass mitgebrachte IT-Systeme nicht über das Datennetz mit internen IT-Systemen der Institution verbunden werden können. Auf das LAN der Institution SOLLTEN ausschließlich dafür vorgesehene IT-Systeme zugreifen können. Ein Datennetz für Besucher SOLLTE vom LAN der Institution getrennt werden. Netzzugänge SOLLTEN so eingerichtet sein, dass verhindert wird, dass Dritte den internen Datenaustausch mitlesen können. Netzanschlüsse in Besprechungs-, Veranstaltungs- oder Schulungsräumen SOLLTEN abgesichert werden. Es SOLLTE verhindert werden, dass IT-Systeme in Besprechungs-, Veranstaltungs- und Schulungsräumen gleichzeitig eine Verbindung zum Intranet und zum Internet aufbauen können."
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume",INF.10.A7 Sichere Konfiguration von Schulungs- und Präsentationsrechnern [Leiter IT] ,S,"Dedizierte Schulungs- und Präsentationsrechner SOLLTEN mit einer Minimalkonfiguration versehen werden. Es SOLLTE festgelegt sein, welche Anwendungen auf Schulungs- und Präsentationsrechnern in der jeweiligen Veranstaltung genutzt werden können. Die Schulungs- und Präsentationsrechner SOLLTEN nur an ein separates, vom LAN der Institution getrenntes Datennetz angeschlossen werden. Auf andere Netze SOLLTE nur restriktiv zugegriffen werden können."
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume",INF.10.A8 Erstellung eines Nutzungsnachweises für Räume ,S,"Je nach Nutzungsart der Besprechungs-, Veranstaltungs- und Schulungsräume SOLLTE ersichtlich sein, wer die Räume zu welchem Zeitpunkt genutzt hat. Für Räumlichkeiten, in denen Schulungen an IT-Systemen oder besonders vertrauliche Besprechungen durchgeführt werden, SOLLTEN ebenfalls Nutzungsnachweise erbracht werden. Es SOLLTE überlegt werden, für Räumlichkeiten, die für jeden Mitarbeiter zugänglich sind, ebenfalls entsprechende Nutzungsnachweise einzuführen. "
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume",INF.10.A9 Zurücksetzen von Schulungs- und Präsentationsrechnern [IT-Betrieb] ,H,"Es SOLLTE ein Verfahren festgelegt werden, um Schulungs- und Präsentationsrechner nach der Nutzung auf einen vorher definierten Zustand zurückzusetzen. Durch Benutzer vorgenommene Änderungen SOLLTEN dabei vollständig entfernt werden."
"INF.10 Besprechungs-, Veranstaltungs- und Schulungsräume",INF.10.A10 Mitführverbot von Mobiltelefonen ,H,"Mobiltelefone SOLLTEN NICHT zu vertraulichen Besprechungen und Gesprächen mitgeführt werden. Falls erforderlich, SOLLTE dies durch Mobilfunk-Detektoren überprüft werden. "
INF.7 Büroarbeitsplatz,"INF.7.A1 Geeignete Auswahl und Nutzung eines Büroraumes [Mitarbeiter, Vorgesetzte] ",B,Es DÜRFEN NUR geeignete Räume als Büroräume genutzt werden. Auch MÜSSEN die Büroräume für den Schutzbedarf bzw. das Schutzniveau der dort verarbeiteten Informationen angemessen ausgewählt und ausgestattet sein. So DÜRFEN Büroräume mit Publikumsverkehr NICHT in sicherheitsrelevanten Bereichen liegen. Für den Arbeitsplatz und für die Einrichtung eines Büroraumes MUSS die Arbeitsstättenverordnung umgesetzt werden.
INF.7 Büroarbeitsplatz,INF.7.A2 Geschlossene Fenster und abgeschlossene Türen [Mitarbeiter] ,B,"Wenn Mitarbeiter ihre Büroräume verlassen, MÜSSEN alle Fenster geschlossen werden. Befinden sich vertrauliche Informationen in dem Büroraum, SOLLTEN beim Verlassen die Türen abgeschlossen werden. Dies SOLLTE insbesondere in Bereichen mit Publikumsverkehr beachtet werden. Die entsprechenden Vorgaben SOLLTEN in einer geeigneten Anweisung festgehalten werden. Alle Mitarbeiter SOLLTEN dazu verpflichtet werden, der Anweisung nachzukommen. Zusätzlich MUSS regelmäßig geprüft werden, ob beim Verlassen des Büroraums die Fenster geschlossen und, wenn notwendig, die Türen abgeschlossen werden. Ebenso MUSS darauf geachtet werden, dass Brand- und Rauchschutztüren tatsächlich geschlossen werden."
INF.7 Büroarbeitsplatz,INF.7.A3 Fliegende Verkabelung ,S,"Die Stromanschlüsse und Zugänge zum Datennetz im Büroraum SOLLTEN sich dort befinden, wo die IT-Geräte aufgestellt sind. Verkabelungen, die über den Boden verlaufen, SOLLTEN geeignet abgedeckt werden."
INF.7 Büroarbeitsplatz,INF.7.A4 Zutrittsregelungen und -kontrolle ,S,"Es SOLLTE gewährleistet werden, dass Unberechtigte die Büroräume nicht betreten können. Dafür SOLLTE ein Sicherheitskonzept erstellt und umgesetzt werden. Zudem SOLLTE regelmäßig überprüft werden, ob die ergriffenen Maßnahmen wirksam sind."
INF.7 Büroarbeitsplatz,INF.7.A5 Ergonomischer Arbeitsplatz [Leiter Haustechnik] ,S,"Die Arbeitsplätze aller Mitarbeiter SOLLTEN ergonomisch eingerichtet sein. Vor allem die Bildschirme SOLLTEN so aufgestellt werden, dass ein ergonomisches und ungestörtes Arbeiten möglich ist. Dabei SOLLTE beachtet werden, dass Bildschirme nicht durch Unbefugte eingesehen werden können. Die Bildschirmarbeitsschutzverordnung (BildscharbV) SOLLTE umgesetzt werden. Alle Arbeitsplätze SOLLTEN für eine möglichst fehlerfreie Bedienung der IT individuell verstellbar sein."
INF.7 Büroarbeitsplatz,INF.7.A6 Aufgeräumter Arbeitsplatz [Mitarbeiter] ,S,"Jeder Mitarbeiter SOLLTE dazu angehalten werden, seinen Arbeitsplatz aufgeräumt zu hinterlassen. Benutzer SOLLTEN dafür sorgen, dass Unbefugte keinen Zugang zu IT-Anwendungen erhalten oder vertrauliche Informationen einsehen können. Alle Mitarbeiter SOLLTEN ihre Arbeitsplätze sorgfältig überprüfen und sicherstellen, dass keine vertraulichen Informationen frei zugänglich sind. Vorgesetzte SOLLTEN Arbeitsplätze sporadisch daraufhin überprüfen, ob dort schutzbedürftige Informationen offen zugreifbar sind."
INF.7 Büroarbeitsplatz,"INF.7.A7 Geeignete Aufbewahrung dienstlicher Unterlagen und Datenträger [Mitarbeiter, Leiter Haustechnik] ",S,"Die Mitarbeiter SOLLTEN angewiesen werden, vertrauliche Dokumente und Datenträger verschlossen aufzubewahren, wenn sie nicht verwendet werden. Dafür SOLLTEN geeignete Behältnisse in den Büroräumen oder in deren Umfeld aufgestellt werden."
INF.7 Büroarbeitsplatz,"INF.7.A8 Einsatz von Diebstahlsicherungen [Mitarbeiter, Leiter IT] ",H,"Wenn der Zutritt zu den Räumen nicht geeignet beschränkt werden kann, SOLLTEN für alle IT-Systeme Diebstahlsicherungen eingesetzt werden. In Bereichen mit Publikumsverkehr SOLLTEN generell Diebstahlsicherungen benutzt werden. "
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A1 Authentisierung von Administratoren und Benutzern [Benutzer] ,B,"Um den Client zu nutzen, MÜSSEN sich die Benutzer gegenüber dem IT-System authentisieren. Administratoren DÜRFEN sich NICHT im Normalbetrieb als Root anmelden. Für die Systemadministrationsaufgaben SOLLTE „sudo“ oder eine geeignete Alternative mit einer geeigneten Protokollierung genutzt werden. Es SOLLTE verhindert werden, dass sich mehrere Benutzer auf einem Client gleichzeitig einloggen können."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A2 Auswahl einer geeigneten Distribution ,B,Es MUSS auf Grundlage der Sicherheitsanforderungen und des Einsatzzwecks ein geeignetes Unix-Derivat bzw. eine geeignete Linux-Distribution ausgewählt werden. Es MUSS für die geplante Einsatzdauer des Betriebssystems Support angeboten werden. Alle benötigten Anwendungsprogramme SOLLTEN als Teil der Distribution direkt verfügbar sein. Sie SOLLTEN NUR in Ausnahmefällen aus Drittquellen bezogen werden. 
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A3 Nutzung von Cloud- und Online-Funktionen [Benutzer] ,B,Es DÜRFEN NUR zwingend notwendige Cloud- und Online-Funktionen des Betriebssystems genutzt werden. Die notwendigen Cloud- und Online-Funktionen SOLLTEN dokumentiert werden. Die entsprechenden Einstellungen des Betriebssystems MÜSSEN auf Konformität mit den organisatorischen Datenschutz- und Sicherheitsvorgaben überprüft und restriktiv konfiguriert bzw. die Funktionen deaktiviert werden.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A4 Einspielen von Updates und Patches auf unixartigen Systemen ,B,"Die Verantwortlichen MÜSSEN sich über bekannt gewordene Schwachstellen informieren. Updates und Patches MÜSSEN so schnell wie möglich eingespielt werden. Vorab SOLLTE auf einem Testsystem überprüft werden, ob die Sicherheitsupdates kompatibel sind und keine Fehler verursachen. Solange keine Patches für bekannte Schwachstellen verfügbar sind, MÜSSEN andere geeignete Maßnahmen getroffen werden, um den Client zu schützen. Der Client MUSS zeitnah rebootet werden, nachdem der Kernel aktualisiert wurde. Ist dies nicht möglich, MUSS alternativ Live-Patching des Kernels aktiviert werden."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A5 Sichere Installation von Software-Paketen ,B,Es DÜRFEN NUR benötigte Anwendungen installiert werden. Nicht sowie nicht mehr benötigte Anwendungen MÜSSEN deinstalliert werden.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A6 Kein automatisches Einbinden von Wechsellaufwerken [Benutzer] ,S,"Wechsellaufwerke SOLLTEN NICHT automatisch eingebunden werden. Die Einbindung von Wechsellaufwerken SOLLTE so konfiguriert sein, dass alle Dateien als nicht ausführbar markiert sind (Mountoption „noexec“)."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A7 Restriktive Rechtevergabe auf Dateien und Verzeichnisse ,S,"Der Zugriff von Benutzern auf Dateien und Verzeichnisse SOLLTE immer auf das erforderliche Minimum beschränkt werden. Dabei SOLLTE in jedem Fall sichergestellt werden, dass Dienste und Anwendungen nur ihre ihnen zugeordneten Dateien erstellen, verändern oder löschen dürfen. Auf Verzeichnissen, in denen alle Benutzer Schreibrechte haben (z. B. /tmp), SOLLTE das Sticky Bit gesetzt werden. "
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A8 Einsatz von Techniken zur Rechtebeschränkung von Anwendungen ,S,"Zur Beschränkung der Zugriffsrechte von Anwendungen auf Dateien, Geräte und Netze SOLLTE App-Armor oder SELinux eingesetzt werden. Es SOLLTEN die von dem jeweiligen Unix-Derivat bzw. der Linux-Distribution am besten unterstützten Lösungen eingesetzt werden. Die notwendigen Anwendungen SOLLTEN statt Blacklisting durch Whitelisting reglementiert werden. Erweiterungen zur Rechtebeschränkung SOLLTEN im Zwangsmodus (Enforcing Mode) oder mit geeigneten Alternativen verwendet werden."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A9 Sichere Verwendung von Passwörtern auf der Kommandozeile [Benutzer] ,S,Passwörter SOLLTEN NICHT als Parameter an Programme übergeben werden.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A10 ENTFALLEN ,S,Diese Anforderung ist entfallen.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A11 Verhinderung der Überlastung der lokalen Festplatte ,S,"Es SOLLTEN Quotas für Benutzer bzw. Dienste eingerichtet werden, die ausreichend Freiraum für das Betriebssystem lassen. Generell SOLLTEN unterschiedliche Partitionen für Betriebssystem und Daten genutzt werden. Alternativ SOLLTEN auch Mechanismen des verwendeten Dateisystems genutzt werden, die ab einem geeigneten Füllstand nur noch dem Benutzer „root“ Schreibrechte einräumen."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A12 Sicherer Einsatz von Appliances ,S,"Es SOLLTE sichergestellt werden, dass Appliances ein ähnliches Sicherheitsniveau wie Clients auf Standard-IT-Systemen erfüllen. Es SOLLTE dokumentiert werden, wie entsprechende Sicherheitsanforderungen mit einer eingesetzten Appliance erfüllt werden. Wenn die Anforderungen nicht zweifelsfrei erfüllt werden können, SOLLTE eine Konformitätserklärung vom Hersteller angefordert werden."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A13 ENTFALLEN ,H,Diese Anforderung ist entfallen.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A14 Absicherung gegen Nutzung unbefugter Peripheriegeräte ,H,"Peripheriegeräte SOLLTEN nur nutzbar sein, wenn sie auf einer zentral verwalteten Whitelist geführt sind. Kernelmodule für Peripheriegeräte SOLLTEN nur geladen und aktiviert werden, wenn das Gerät auf der Whitelist steht."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A15 Zusätzlicher Schutz vor der Ausführung unerwünschter Dateien ,H,"Partitionen und Verzeichnisse, in denen Benutzer Schreibrechte haben, SOLLTEN so gemountet werden, dass keine Dateien ausgeführt werden können (Mountoption „noexec“)."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A16 Zusätzliche Absicherung des Bootvorgangs ,H,Bootloader und Kernel SOLLTEN durch selbstkontrolliertes Schlüsselmaterial signiert werden. Nicht benötigtes Schlüsselmaterial SOLLTE entfernt werden.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A17 Zusätzliche Verhinderung der Ausbreitung bei der Ausnutzung von Schwachstellen ,H,"Die Nutzung von Systemaufrufen SOLLTE insbesondere für exponierte Dienste und Anwendungen auf die unbedingt notwendige Anzahl beschränkt werden (z. B. durch seccomp). Die vorhandenen Standardprofile bzw. -regeln von SELinux, AppArmor sowie alternativen Erweiterungen SOLLTEN manuell überprüft und gegebenenfalls an die eigene Sicherheitsrichtlinie angepasst werden. Falls erforderlich, SOLLTEN neue Regeln bzw. Profile erstellt werden."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A18 Zusätzlicher Schutz des Kernels ,H,"Es SOLLTEN mit speziell gehärteten Kernels (z. B. grsecurity, PaX) geeignete Schutzmaßnahmen wie Speicherschutz, Dateisystemabsicherung und rollenbasierte Zugriffskontrolle umgesetzt werden, die eine Ausnutzung von Schwachstellen und die Ausbreitung im Betriebssystem verhindern."
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A19 Festplatten- oder Dateiverschlüsselung ,H,Festplatten oder die darauf abgespeicherten Dateien SOLLTEN verschlüsselt werden. Die dazugehörigen Schlüssel SOLLTEN NICHT auf dem IT-System gespeichert werden. Es SOLLTEN AEAD (Authenticated Encryption with Associated Data)-Verfahren bei der Festplatten- und Dateiverschlüsselung eingesetzt werden. Alternativ SOLLTE „dm-crypt“ in Kombination mit „dm-verity“ genutzt werden.
SYS.2.3 Clients unter Linux und Unix,SYS.2.3.A20 Abschaltung kritischer SysRq-Funktionen ,H,"Es SOLLTE festgelegt werden, welche SysRq-Funktionen von den Benutzern ausgeführt werden dürfen. Generell SOLLTEN keine kritischen SysRq-Funktionen von den Benutzern ausgelöst werden können."
APP.1.2 Webbrowser,APP.1.2.A1 Verwendung von Sandboxing ,B,"Der eingesetzte Webbrowser MUSS sicherstellen, dass jede Instanz und jeder Verarbeitungsprozess nur auf die eigenen Ressourcen zugreifen kann (Sandboxing). Webseiten MÜSSEN als eigenständige Prozesse oder mindestens als eigene Threads voneinander isolierten werden. Plug-ins und Erweiterungen MÜSSEN ebenfalls in isolierten Bereichen ausgeführt werden. Der verwendete Webbrowser SOLLTE die aktuelle Version der Content Security Policy (CSP) gemäß den Spezifikationen des World Wide Web Consortium (W3C) umsetzen."
APP.1.2 Webbrowser,APP.1.2.A2 Unterstützung sicherer Verschlüsselung der Kommunikation ,B,Der Webbrowser MUSS Transport Layer Security (TLS) in einer sicheren Version unterstützen. Unsichere Versionen von TLS SOLLTEN deaktiviert werden. Der Webbrowser MUSS den Sicherheitsmechanismus HTTP Strict Transport Security (HSTS) gemäß RFC 6797 unterstützen. Für alle wichtigen öffentlichen TLS-verschlüsselten Web-Dienste SOLLTEN die Domains in die HSTS-Preload-Liste des Browsers eingefügt werden.
APP.1.2 Webbrowser,APP.1.2.A3 Verwendung von vertrauenswürdigen Zertifikaten [Benutzer] ,B,"Der Webbrowser MUSS eine Liste vertrauenswürdiger Wurzelzertifikats-Aussteller bereitstellen. Er MUSS die von der Institution selbst bereitgestellten Zertifikate akzeptieren. Der Webbrowser MUSS Extended-Validation-Zertifikate unterstützen. Wurzelzertifikate DÜRFEN NUR mit Administrationsrechten hinzugefügt, geändert oder gelöscht werden. Zertifikate MÜSSEN durch den Webbrowser lokal widerrufen werden können."
